MonoNS,EstNS,MonoS,EstS,ch1_cmd,ch2_cmd,ch3_cmd,ch4_cmd,ch5_cmd,ch6_cmd,ch7_cmd,ch8_cmd,ch1_applied,ch2_applied,ch3_applied,ch4_applied,ch5_applied,ch6_applied,ch7_applied,ch8_applied
10436936425522,10436936425522,10436.9364,10436.9364,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10436946450799,10436946450799,10436.9465,10436.9465,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10436956487937,10436956487937,10436.9565,10436.9565,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10436966499337,10436966499337,10436.9665,10436.9665,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10436976524283,10436976524283,10436.9765,10436.9765,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10436986500026,10436986500026,10436.9865,10436.9865,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10436996483524,10436996483524,10436.9965,10436.9965,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437006419442,10437006419442,10437.0064,10437.0064,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437016415944,10437016415944,10437.0164,10437.0164,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437026442823,10437026442823,10437.0264,10437.0264,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437036420400,10437036420400,10437.0364,10437.0364,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437046423896,10437046423896,10437.0464,10437.0464,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437056383298,10437056383298,10437.0564,10437.0564,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437066428952,10437066428952,10437.0664,10437.0664,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437076448948,10437076448948,10437.0764,10437.0764,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437086393223,10437086393223,10437.0864,10437.0864,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437096460969,10437096460969,10437.0965,10437.0965,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437106328609,10437106328609,10437.1063,10437.1063,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437116418767,10437116418767,10437.1164,10437.1164,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437126448712,10437126448712,10437.1264,10437.1264,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437136419816,10437136419816,10437.1364,10437.1364,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437146412882,10437146412882,10437.1464,10437.1464,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437156445913,10437156445913,10437.1564,10437.1564,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437166420734,10437166420734,10437.1664,10437.1664,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437176415813,10437176415813,10437.1764,10437.1764,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437186428266,10437186428266,10437.1864,10437.1864,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437196424377,10437196424377,10437.1964,10437.1964,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437206420338,10437206420338,10437.2064,10437.2064,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437216415428,10437216415428,10437.2164,10437.2164,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437226418091,10437226418091,10437.2264,10437.2264,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437236421086,10437236421086,10437.2364,10437.2364,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437246405225,10437246405225,10437.2464,10437.2464,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437256353687,10437256353687,10437.2564,10437.2564,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437266347814,10437266347814,10437.2663,10437.2663,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437276411633,10437276411633,10437.2764,10437.2764,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437286349215,10437286349215,10437.2863,10437.2863,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437296421940,10437296421940,10437.2964,10437.2964,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437306344503,10437306344503,10437.3063,10437.3063,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437316453957,10437316453957,10437.3165,10437.3165,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437326496345,10437326496345,10437.3265,10437.3265,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437336417617,10437336417617,10437.3364,10437.3364,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437346438705,10437346438705,10437.3464,10437.3464,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437356479991,10437356479991,10437.3565,10437.3565,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437366404097,10437366404097,10437.3664,10437.3664,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437376474959,10437376474959,10437.3765,10437.3765,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437386494415,10437386494415,10437.3865,10437.3865,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437396473955,10437396473955,10437.3965,10437.3965,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437406480997,10437406480997,10437.4065,10437.4065,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437416479081,10437416479081,10437.4165,10437.4165,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437426461096,10437426461096,10437.4265,10437.4265,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437436368352,10437436368352,10437.4364,10437.4364,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437446470802,10437446470802,10437.4465,10437.4465,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437456352399,10437456352399,10437.4564,10437.4564,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437466396861,10437466396861,10437.4664,10437.4664,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437476473734,10437476473734,10437.4765,10437.4765,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437486339691,10437486339691,10437.4863,10437.4863,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437496393862,10437496393862,10437.4964,10437.4964,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437506331152,10437506331152,10437.5063,10437.5063,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437516424426,10437516424426,10437.5164,10437.5164,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437526418604,10437526418604,10437.5264,10437.5264,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437536334004,10437536334004,10437.5363,10437.5363,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437546426486,10437546426486,10437.5464,10437.5464,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437556338860,10437556338860,10437.5563,10437.5563,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437566395215,10437566395215,10437.5664,10437.5664,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437576418958,10437576418958,10437.5764,10437.5764,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437586328888,10437586328888,10437.5863,10437.5863,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437596384341,10437596384341,10437.5964,10437.5964,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437606356718,10437606356718,10437.6064,10437.6064,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437616423021,10437616423021,10437.6164,10437.6164,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437626425424,10437626425424,10437.6264,10437.6264,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437636380549,10437636380549,10437.6364,10437.6364,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437646416865,10437646416865,10437.6464,10437.6464,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437656446650,10437656446650,10437.6564,10437.6564,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437666423265,10437666423265,10437.6664,10437.6664,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437676421531,10437676421531,10437.6764,10437.6764,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437686351738,10437686351738,10437.6864,10437.6864,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437696420997,10437696420997,10437.6964,10437.6964,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437706456402,10437706456402,10437.7065,10437.7065,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437716442895,10437716442895,10437.7164,10437.7164,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437726437504,10437726437504,10437.7264,10437.7264,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437736455016,10437736455016,10437.7365,10437.7365,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437746440056,10437746440056,10437.7464,10437.7464,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437756453560,10437756453560,10437.7565,10437.7565,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437766429033,10437766429033,10437.7664,10437.7664,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437776422810,10437776422810,10437.7764,10437.7764,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437786434661,10437786434661,10437.7864,10437.7864,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437796382632,10437796382632,10437.7964,10437.7964,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437806351302,10437806351302,10437.8064,10437.8064,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437816423175,10437816423175,10437.8164,10437.8164,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437826418416,10437826418416,10437.8264,10437.8264,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437836403666,10437836403666,10437.8364,10437.8364,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437846448629,10437846448629,10437.8464,10437.8464,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437856473765,10437856473765,10437.8565,10437.8565,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437866491046,10437866491046,10437.8665,10437.8665,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437876490565,10437876490565,10437.8765,10437.8765,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437886481396,10437886481396,10437.8865,10437.8865,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437896458331,10437896458331,10437.8965,10437.8965,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437906442791,10437906442791,10437.9064,10437.9064,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437916500327,10437916500327,10437.9165,10437.9165,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437926435024,10437926435024,10437.9264,10437.9264,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437936424573,10437936424573,10437.9364,10437.9364,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437946430873,10437946430873,10437.9464,10437.9464,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437956440720,10437956440720,10437.9564,10437.9564,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437966458262,10437966458262,10437.9665,10437.9665,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437976472187,10437976472187,10437.9765,10437.9765,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437986421911,10437986421911,10437.9864,10437.9864,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10437998428887,10437998428887,10437.9984,10437.9984,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10438006433921,10438006433921,10438.0064,10438.0064,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10438016458185,10438016458185,10438.0165,10438.0165,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10438026512587,10438026512587,10438.0265,10438.0265,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10438036478221,10438036478221,10438.0365,10438.0365,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
10438046472539,10438046472539,10438.0465,10438.0465,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000,7.5000
